Date;Type;Merchant/Description;Debit/Credit;Balance;
25/10/2024;CARD PAYMENT;**** ******* ** ********** ********   ** **********;-£0.99;+£2235.83;
24/10/2024;CARD PAYMENT;****** ******** ****** **** ***** ***** ** **********;-£2.00;+£2236.82;
24/10/2024;CARD PAYMENT;***** ***** ****** **** ***** ***** ** **********;-£8.35;+£2238.82;
24/10/2024;CARD PAYMENT;********** ** ***** ** **** ***** ***** ** **********;-£3.99;+£2247.17;
24/10/2024;CARD PAYMENT;********** ** ***** ** **** ***** ***** ** **********;-£1.00;+£2251.16;
24/10/2024;CARD PAYMENT;**** ** ********** **** ***** ***** ** **********;-£4.77;+£2252.16;
24/10/2024;CARD PAYMENT;****** ******** ****** **** ***** ***** ** **********;-£2.00;+£2256.93;
24/10/2024;PAYMENTS;**** ******* *** ****** ******* ** ****** * ******* ********* ******* * ******* ** **;-£245.57;+£2258.93;
23/10/2024;CARD PAYMENT;******* *** **** * **** ***** ***** ** **********;-£4.00;+£2504.50;
23/10/2024;CARD PAYMENT;********** ** ***** ** **** ***** ***** ** **********;-£1.00;+£2508.50;
23/10/2024;CARD PAYMENT;********* **** ***** ***** ** **********;-£72.29;+£2509.50;
23/10/2024;CARD PAYMENT;********* ****** ***** **** ***** ***** ** **********;-£2.95;+£2581.79;
23/10/2024;CARD PAYMENT;****** ******** ****** **** ***** ***** ** **********;-£2.00;+£2584.74;
23/10/2024;CARD PAYMENT;************** **** ***** ***** ** **********;-£39.99;+£2586.74;
22/10/2024;CARD PAYMENT;********* ** **** ***** ***** ** **********;-£2.50;+£2626.73;
22/10/2024;CARD PAYMENT;********** ** ***** ** **** ***** ***** ** **********;-£1.00;+£2629.23;
22/10/2024;CARD PAYMENT;********** ** ***** ** **** ***** ***** ** **********;-£3.99;+£2630.23;
22/10/2024;PAYMENTS;**** ******* *** ****** ******* ** ******* ****** ********* ***** ****** * ******* ** **;-£18.60;+£2634.22;
22/10/2024;CARD PAYMENT;**** ** ********** **** ***** ***** ** **********;-£8.57;+£2652.82;
22/10/2024;CARD PAYMENT;****** ******** ****** **** ***** ***** ** **********;-£2.00;+£2661.39;
21/10/2024;CARD PAYMENT;***** *** **** **** ***** ***** ** **********;-£9.00;+£2663.39;
21/10/2024;CARD PAYMENT;**** ** ********** **** ***** ***** ** **********;-£4.50;+£2672.39;
21/10/2024;CARD PAYMENT;****************** **** ***** ***** ** **********;-£2.00;+£2676.89;
20/10/2024;CARD PAYMENT;** *** ****** ** **** ***** ***** ** **********;-£30.74;+£2678.89;
20/10/2024;CARD PAYMENT;******* ****** **** ***** ***** ** **********;-£2.50;+£2709.63;
20/10/2024;CARD PAYMENT;****************** **** ***** ***** ** **********;-£4.00;+£2712.13;
20/10/2024;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£3.35;+£2716.13;
20/10/2024;CARD PAYMENT;***** ****** **** ***** ***** ** **********;-£5.35;+£2719.48;
20/10/2024;CARD PAYMENT;******** ******* *** **** ***** ***** ** **********;-£25.20;+£2724.83;
20/10/2024;CARD PAYMENT;****** ******** ****** **** ***** ***** ** **********;-£2.00;+£2750.03;
19/10/2024;CARD PAYMENT;****************** **** ***** ***** ** **********;-£2.00;+£2752.03;
19/10/2024;CARD PAYMENT;**** ******* ** ************** *******   ** **********;-£10.99;+£2754.03;
18/10/2024;CARD PAYMENT;******* *** **** * **** ***** ***** ** **********;-£4.00;+£2765.02;
18/10/2024;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£4.85;+£2769.02;
18/10/2024;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£0.85;+£2773.87;
18/10/2024;CARD PAYMENT;****************** **** ***** ***** ** **********;-£2.00;+£2774.72;
17/10/2024;CARD PAYMENT;****** ******** ****** **** ***** ***** ** **********;-£2.00;+£2776.72;
17/10/2024;CARD PAYMENT;********* ** **** ***** ***** ** **********;-£1.95;+£2778.72;
17/10/2024;CARD PAYMENT;********** ** ***** ** **** ***** ***** ** **********;-£1.00;+£2780.67;
17/10/2024;CARD PAYMENT;****************** **** ***** ***** ** **********;-£2.00;+£2781.67;
17/10/2024;CARD PAYMENT;**** ******* ** ********* ***** **** **** ********** ** **********;-£4.60;+£2783.67;
17/10/2024;CARD PAYMENT;**** ******* ** ****** ***************   ** **********;-£8.99;+£2788.27;
17/10/2024;CARD PAYMENT;**** ******* ** *********************   ** **********;-£15.00;+£2797.26;
17/10/2024;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£3.60;+£2812.26;
17/10/2024;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£0.45;+£2815.86;
16/10/2024;CARD PAYMENT;********** ** ***** ** **** ***** ***** ** **********;-£4.99;+£2816.31;
16/10/2024;CARD PAYMENT;****** * ***** **** ***** ***** ** **********;-£59.35;+£2821.30;
15/10/2024;PAYMENT;****** ******** ******* ********* **** * ******;+£26.00;+£2880.65;
15/10/2024;PAYMENT;****** ******** ******* ********* **** ******* **;+£16.50;+£2854.65;
15/10/2024;PAYMENTS;**** ******* *** ****** ******* ** ***** ******* ********* ** ***** * ******* ** **;-£12.50;+£2838.15;
15/10/2024;PAYMENT;****** ******** ******* ********* **** * ******;+£11.00;+£2850.65;
15/10/2024;PAYMENT;****** ******** ******* ********* **** ******* **;+£12.50;+£2839.65;
15/10/2024;CARD PAYMENT;***** ***** ****** **** ***** ***** ** **********;-£4.35;+£2827.15;
15/10/2024;CARD PAYMENT;********** ** ***** ** **** ***** ***** ** **********;-£1.00;+£2831.50;
15/10/2024;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£1.50;+£2832.50;
14/10/2024;CARD PAYMENT;****** ******** ****** **** ***** ***** ** **********;-£2.00;+£2834.00;
14/10/2024;CARD PAYMENT;**** ** ********** **** ***** ***** ** **********;-£24.53;+£2836.00;
14/10/2024;CARD PAYMENT;****************** **** ***** ***** ** **********;-£4.00;+£2860.53;
13/10/2024;CARD PAYMENT;*************** ****** **** ***** ***** ** **********;-£6.00;+£2864.53;
13/10/2024;CARD PAYMENT;******** **** ******* **** ***** ***** ** **********;-£4.40;+£2870.53;
13/10/2024;CARD PAYMENT;********** ** ***** ** **** ***** ***** ** **********;-£1.50;+£2874.93;
13/10/2024;CARD PAYMENT;****************** **** ***** ***** ** **********;-£4.00;+£2876.43;
13/10/2024;CARD PAYMENT;*********** ***** **** ***** ***** ** **********;-£11.00;+£2880.43;
13/10/2024;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£3.60;+£2891.43;
13/10/2024;CARD PAYMENT;*********** ***** **** ***** ***** ** **********;-£11.00;+£2895.03;
13/10/2024;CARD PAYMENT;*************** ****** **** ***** ***** ** **********;-£12.00;+£2906.03;
13/10/2024;CARD PAYMENT;****************** **** ***** ***** ** **********;-£2.00;+£2918.03;
12/10/2024;CARD PAYMENT;****** ******** ****** **** ***** ***** ** **********;-£2.00;+£2920.03;
12/10/2024;CARD PAYMENT;******* *** **** * **** ***** ***** ** **********;-£3.24;+£2922.03;
12/10/2024;CARD PAYMENT;********** ** ***** ** **** ***** ***** ** **********;-£1.00;+£2925.27;
12/10/2024;CARD PAYMENT;********** ** ***** ** **** ***** ***** ** **********;-£0.50;+£2926.27;
12/10/2024;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£3.35;+£2926.77;
12/10/2024;CARD PAYMENT;****************** **** ***** ***** ** **********;-£2.00;+£2930.12;
11/10/2024;CARD PAYMENT;****** ******** ****** **** ***** ***** ** **********;-£2.00;+£2932.12;
11/10/2024;CARD PAYMENT;********** ** ***** ** **** ***** ***** ** **********;-£0.25;+£2934.12;
11/10/2024;CARD PAYMENT;********** ** ***** ** **** ***** ***** ** **********;-£1.00;+£2934.37;
11/10/2024;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£7.10;+£2935.37;
11/10/2024;CARD PAYMENT;****************** **** ***** ***** ** **********;-£2.00;+£2942.47;
10/10/2024;CARD PAYMENT;****** ******** ****** **** ***** ***** ** **********;-£2.00;+£2944.47;
10/10/2024;CARD PAYMENT;**** ******* ** ********** ********   ** **********;-£0.99;+£2946.47;
10/10/2024;CARD PAYMENT;********** ** ***** ** **** ***** ***** ** **********;-£1.00;+£2947.46;
10/10/2024;CARD PAYMENT;********** ** ***** ** **** ***** ***** ** **********;-£3.99;+£2948.46;
10/10/2024;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£4.20;+£2952.45;
10/10/2024;CARD PAYMENT;****** ******** ****** **** ***** ***** ** **********;-£2.00;+£2956.65;
09/10/2024;CARD PAYMENT;********** ** ***** ** **** ***** ***** ** **********;-£1.00;+£2958.65;
09/10/2024;CARD PAYMENT;********** ** ***** ** **** ***** ***** ** **********;-£0.25;+£2959.65;
09/10/2024;CARD PAYMENT;****** * ***** **** ***** ***** ** **********;-£32.98;+£2959.90;
09/10/2024;PAYMENTS;**** ******* *** ****** ******* ** ******* ****** ********* ******* * ******* ** **;-£20.00;+£2992.88;
09/10/2024;CARD PAYMENT;****** ******** ****** **** ***** ***** ** **********;-£2.00;+£3012.88;
09/10/2024;PAYMENT;****** ******** ******* ********* **** ******* **;+£15.00;+£3014.88;
08/10/2024;CARD PAYMENT;********** ** ***** ** **** ***** ***** ** **********;-£1.00;+£2999.88;
08/10/2024;CARD PAYMENT;********** ** ***** ** **** ***** ***** ** **********;-£0.25;+£3000.88;
07/10/2024;CARD PAYMENT;***** ***** ****** **** ***** ***** ** **********;-£8.30;+£3001.13;
07/10/2024;CARD PAYMENT;******* ******* ** **** ***** ***** ** **********;-£1.57;+£3009.43;
07/10/2024;CARD PAYMENT;**** ******* ** ***** ********   ** **********;-£5.56;+£3011.00;
07/10/2024;CARD PAYMENT;**** ** ********** **** ***** ***** ** **********;-£20.70;+£3016.56;
07/10/2024;CARD PAYMENT;**** ******* ** ****** ****   ** **********;-£4.99;+£3037.26;
06/10/2024;CARD PAYMENT;***** *** **** **** ***** ***** ** **********;-£7.10;+£3042.25;
05/10/2024;CARD PAYMENT;******* *** **** * **** ***** ***** ** **********;-£6.30;+£3049.35;
05/10/2024;CARD PAYMENT;**** ******* ** *******   ** **********;-£1.79;+£3055.65;
05/10/2024;CARD PAYMENT;**** ******* ** *** ***** ***** **   ** **********;-£9.00;+£3057.44;
05/10/2024;CARD PAYMENT;**** ******* ** ***** ***** **********   ** **********;-£7.99;+£3066.44;
04/10/2024;CARD PAYMENT;********* *** **** ***** ***** ** **********;-£8.58;+£3074.43;
04/10/2024;CARD PAYMENT;********** ** ***** ** **** ***** ***** ** **********;-£0.75;+£3083.01;
04/10/2024;CARD PAYMENT;********** ** ***** ** **** ***** ***** ** **********;-£1.00;+£3083.76;
04/10/2024;CARD PAYMENT;****************** **** ***** ***** ** **********;-£4.00;+£3084.76;
04/10/2024;CARD PAYMENT;****************** **** ***** ***** ** **********;-£2.00;+£3088.76;
03/10/2024;CARD PAYMENT;********* ** **** ***** ***** ** **********;-£2.50;+£3090.76;
03/10/2024;CARD PAYMENT;********** ** ***** ** **** ***** ***** ** **********;-£3.99;+£3093.26;
03/10/2024;CARD PAYMENT;********** ** ***** ** **** ***** ***** ** **********;-£1.00;+£3097.25;
03/10/2024;CARD PAYMENT;****************** **** ***** ***** ** **********;-£2.00;+£3098.25;
02/10/2024;CARD PAYMENT;******* *** **** * **** ***** ***** ** **********;-£7.40;+£3100.25;
02/10/2024;CARD PAYMENT;********** ** ***** ** **** ***** ***** ** **********;-£1.00;+£3107.65;
02/10/2024;CARD PAYMENT;****************** **** ***** ***** ** **********;-£4.00;+£3108.65;
02/10/2024;CARD PAYMENT;** *********** **** ***** ***** ** **********;-£10.98;+£3112.65;
01/10/2024;CARD PAYMENT;********** ** ***** ** **** ***** ***** ** **********;-£1.00;+£3123.63;
01/10/2024;CARD PAYMENT;********** ** ***** ** **** ***** ***** ** **********;-£1.00;+£3124.63;
01/10/2024;CARD PAYMENT;******* *** **** * **** ***** ***** ** **********;-£3.15;+£3125.63;
01/10/2024;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£2.30;+£3128.78;
01/10/2024;CARD PAYMENT;****** ******** ****** **** ***** ***** ** **********;-£2.00;+£3131.08;
01/10/2024;DD;DIRECT DEBIT PAYMENT TO GOCARDLESS REF CLIMBINGUNIT-WDXVJ, MANDATE NO ****;-£39.00;+£3133.08;
30/09/2024;CARD PAYMENT;***** ***** ****** **** ***** ***** ** **********;-£3.00;+£3172.08;
30/09/2024;FOREIGN CURRENCY CONVERSION FEE;******* ******** ********** ***;-£0.60;+£3175.08;
30/09/2024;CARD PAYMENT;**** ******* ** ******* ** *** ***** * ****** **** **** ********** ** **********;-£20.21;+£3175.68;
30/09/2024;CARD PAYMENT;**** ** ********** **** ***** ***** ** **********;-£4.67;+£3195.89;
28/09/2024;CARD PAYMENT;**** ******* ** *** *****   ** **********;-£9.99;+£3200.56;
27/09/2024;CARD PAYMENT;** ********* ********* **** ***** ***** ** **********;-£10.00;+£3210.55;
26/09/2024;CARD PAYMENT;****************** **** ***** ***** ** **********;-£2.00;+£3220.55;
26/09/2024;CARD PAYMENT;**** ******* ** ********** ** ***** **   ** **********;-£10.00;+£3222.55;
26/09/2024;CARD PAYMENT;********** ** ***** ** **** ***** ***** ** **********;-£1.00;+£3232.55;
26/09/2024;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£4.90;+£3233.55;
26/09/2024;CARD PAYMENT;****** ******** ****** **** ***** ***** ** **********;-£2.00;+£3238.45;
26/09/2024;CARD PAYMENT;****************** **** ***** ***** ** **********;-£2.00;+£3240.45;
26/09/2024;CARD PAYMENT;****** ******** ****** **** ***** ***** ** **********;-£2.00;+£3242.45;
25/09/2024;CARD PAYMENT;******* *** **** * **** ***** ***** ** **********;-£4.00;+£3244.45;
25/09/2024;CARD PAYMENT;****************** **** ***** ***** ** **********;-£4.00;+£3248.45;
25/09/2024;CARD PAYMENT;**** ******* ** ***** *******   ** **********;-£17.99;+£3252.45;
24/09/2024;CARD PAYMENT;******** **** ******* **** ***** ***** ** **********;-£2.20;+£3270.44;
24/09/2024;CARD PAYMENT;********** ** ***** ** **** ***** ***** ** **********;-£1.00;+£3272.64;
24/09/2024;CARD PAYMENT;****************** **** ***** ***** ** **********;-£4.00;+£3273.64;
24/09/2024;CARD PAYMENT;********* **** ***** ***** ** **********;-£49.49;+£3277.64;
24/09/2024;CARD PAYMENT;******** ******* *** **** ***** ***** ** **********;-£19.00;+£3327.13;
23/09/2024;CARD PAYMENT;***** ***** ****** **** ***** ***** ** **********;-£7.10;+£3346.13;
23/09/2024;CARD PAYMENT;**** ** ********** **** ***** ***** ** **********;-£24.51;+£3353.23;
22/09/2024;CARD PAYMENT;********* *** **** ***** ***** ** **********;-£7.09;+£3377.74;
22/09/2024;CARD PAYMENT;***** ***** ****** **** ***** ***** ** **********;-£5.55;+£3384.83;
22/09/2024;CARD PAYMENT;****************** **** ***** ***** ** **********;-£4.00;+£3390.38;
22/09/2024;CARD PAYMENT;**** ** ********** **** ***** ***** ** **********;-£6.18;+£3394.38;
21/09/2024;CARD PAYMENT;******* *** **** * **** ***** ***** ** **********;-£4.00;+£3400.56;
21/09/2024;CARD PAYMENT;****************** **** ***** ***** ** **********;-£2.00;+£3404.56;
21/09/2024;CARD PAYMENT;*** ***** **** ***** ***** ** **********;-£16.48;+£3406.56;
21/09/2024;CARD PAYMENT;********** *** ***** * **** ***** ***** ** **********;-£77.00;+£3423.04;
21/09/2024;CARD PAYMENT;****** *** ****** **** **** ***** ***** ** **********;-£10.80;+£3500.04;
21/09/2024;CARD PAYMENT;****** *** ****** **** **** ***** ***** ** **********;-£40.00;+£3510.84;
21/09/2024;CARD PAYMENT;****** *** ****** **** **** ***** ***** ** **********;-£3.50;+£3550.84;
21/09/2024;CARD PAYMENT;****** *** ****** **** **** ***** ***** ** **********;-£1.00;+£3554.34;
20/09/2024;CARD PAYMENT;****** ******** ****** **** ***** ***** ** **********;-£2.00;+£3555.34;
19/09/2024;CARD PAYMENT;****************** **** ***** ***** ** **********;-£4.00;+£3557.34;
19/09/2024;CARD PAYMENT;***** *** **** **** ***** ***** ** **********;-£3.50;+£3561.34;
19/09/2024;CARD PAYMENT;**** ** ********** **** ***** ***** ** **********;-£2.85;+£3564.84;
19/09/2024;CARD PAYMENT;****************** **** ***** ***** ** **********;-£4.00;+£3567.69;
18/09/2024;CARD PAYMENT;****************** **** ***** ***** ** **********;-£2.00;+£3571.69;
18/09/2024;CARD PAYMENT;********** ** ***** ** **** ***** ***** ** **********;-£4.99;+£3573.69;
17/09/2024;CARD PAYMENT;****** ******** ****** **** ***** ***** ** **********;-£2.00;+£3578.68;
17/09/2024;CARD PAYMENT;***** ***** ****** **** ***** ***** ** **********;-£12.10;+£3580.68;
17/09/2024;CARD PAYMENT;******** **** ******* **** ***** ***** ** **********;-£2.10;+£3592.78;
17/09/2024;CARD PAYMENT;****************** **** ***** ***** ** **********;-£2.00;+£3594.88;
17/09/2024;CARD PAYMENT;**** ******* ** ********* ***** **** **** ********** ** **********;-£4.58;+£3596.88;
17/09/2024;CARD PAYMENT;**** ******* ** ****** ***************   ** **********;-£8.99;+£3601.46;
17/09/2024;CREDIT IN;**** **** ****** *** *** ************** ***********;+£3568.95;+£3610.45;
16/09/2024;CARD PAYMENT;****** ******** ****** **** ***** ***** ** **********;-£2.00;+£41.50;
16/09/2024;CARD PAYMENT;********* **** *** **** ***** ***** ** **********;-£12.59;+£43.50;
16/09/2024;CARD PAYMENT;**** ******* ** ***** ********   ** **********;-£2.99;+£56.09;
16/09/2024;CARD PAYMENT;***** ****** **** ***** ***** ** **********;-£11.00;+£59.08;
16/09/2024;CARD PAYMENT;***** ****** **** ***** ***** ** **********;-£11.00;+£70.08;
15/09/2024;CARD PAYMENT;****************** **** ***** ***** ** **********;-£6.00;+£81.08;
15/09/2024;CARD PAYMENT;**** ******* ** ****** *** ******   ** **********;-£52.00;+£87.08;
15/09/2024;CARD PAYMENT;** *********** **** ***** ***** ** **********;-£9.84;+£139.08;
14/09/2024;CARD PAYMENT;****************** **** ***** ***** ** **********;-£4.00;+£148.92;
14/09/2024;CARD PAYMENT;**** ****** ******* ** **** ***** ***** ** **********;-£9.90;+£152.92;
14/09/2024;PAYMENT;****** ******** ******* ******* ******** **** * *******;+£5.50;+£162.82;
14/09/2024;PAYMENT;****** ******** ******* ******* ******** **** * *******;+£5.50;+£157.32;
14/09/2024;CARD PAYMENT;*** ******** **** **** ***** ***** ** **********;-£2.50;+£151.82;
14/09/2024;CARD PAYMENT;****** ***** ***** **** ***** ***** ** **********;-£9.49;+£154.32;
14/09/2024;CARD PAYMENT;**** ** ********** **** ***** ***** ** **********;-£6.13;+£163.81;
14/09/2024;CARD PAYMENT;** *********** **** ***** ***** ** **********;-£16.96;+£169.94;
14/09/2024;CARD PAYMENT;****** ******** ****** **** ***** ***** ** **********;-£2.00;+£186.90;
14/09/2024;CARD PAYMENT;**** ******* ** ******* *********   ** **********;-£84.15;+£188.90;
13/09/2024;PAYMENT;****** ******** ******* ******** **** **** * *******;+£150.00;+£273.05;
13/09/2024;PAYMENT;****** ******** ******* ********* **** * *******;+£5.00;+£123.05;
13/09/2024;PAYMENT;****** ******** ******* ********* **** * *******;+£10.00;+£118.05;
13/09/2024;CARD PAYMENT;******** **** ******* **** ***** ***** ** **********;-£2.10;+£108.05;
13/09/2024;CARD PAYMENT;****************** **** ***** ***** ** **********;-£2.00;+£110.15;
13/09/2024;PAYMENT;****** ******** ******* ********* **** * *******;+£5.00;+£112.15;
13/09/2024;PAYMENT;****** ******** ******* **************** **** * *******;+£15.00;+£107.15;
13/09/2024;PAYMENT;****** ******** ******* ********** **** * *******;+£85.00;+£92.15;
13/09/2024;CARD PAYMENT;***** *** **** **** ***** ***** ** **********;-£3.40;+£7.15;
13/09/2024;CARD PAYMENT;**** ** ********** **** ***** ***** ** **********;-£13.58;+£10.55;
13/09/2024;CARD PAYMENT;****************** **** ***** ***** ** **********;-£2.00;+£24.13;
12/09/2024;CARD PAYMENT;****** ******** ****** **** ***** ***** ** **********;-£2.00;+£26.13;
12/09/2024;CARD PAYMENT;****************** **** ***** ***** ** **********;-£2.00;+£28.13;
12/09/2024;CARD PAYMENT;********* **** *** **** ***** ***** ** **********;-£23.29;+£30.13;
12/09/2024;CARD PAYMENT;***** **** ******* **** ***** ***** ** **********;-£2.10;+£53.42;
12/09/2024;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£3.60;+£55.52;
11/09/2024;PAYMENT;****** ******** ******* ******* ******** **** * *******;+£5.50;+£59.12;
11/09/2024;CARD PAYMENT;****************** **** ***** ***** ** **********;-£2.00;+£53.62;
11/09/2024;PAYMENT;****** ******** ******* ********* **** * *******;+£50.00;+£55.62;
11/09/2024;CARD PAYMENT;**** ******* ** **********   ** **********;-£19.43;+£5.62;
10/09/2024;PAYMENT;****** ******** ******* ************ **** * *******;+£20.00;+£25.05;
10/09/2024;CARD PAYMENT;****** ******** ****** **** ***** ***** ** **********;-£2.00;+£5.05;
10/09/2024;CARD PAYMENT;******** **** ******* **** ***** ***** ** **********;-£2.10;+£7.05;
10/09/2024;CARD PAYMENT;****************** **** ***** ***** ** **********;-£4.00;+£9.15;
10/09/2024;CARD PAYMENT;**** ** ********** **** ***** ***** ** **********;-£5.74;+£13.15;
09/09/2024;PAYMENT;****** ******** ******* **************** **** * *******;+£10.00;+£18.89;
09/09/2024;CARD PAYMENT;***** *** **** **** ***** ***** ** **********;-£6.50;+£8.89;
09/09/2024;CARD PAYMENT;****************** **** ***** ***** ** **********;-£2.00;+£15.39;
08/09/2024;CARD PAYMENT;********** ****** **** ***** ***** ** **********;-£3.30;+£17.39;
08/09/2024;CARD PAYMENT;***** ****** ******** **** ***** ***** ** **********;-£4.80;+£20.69;
08/09/2024;CARD PAYMENT;******** ******* *** **** ***** ***** ** **********;-£21.00;+£25.49;
08/09/2024;CARD PAYMENT;**** ******* ** ******* ** ****** *** ****** **** **** ********** ** **********;-£41.90;+£46.49;
07/09/2024;PAYMENT;****** ******** ******* ********* **** * *******;+£50.00;+£88.39;
07/09/2024;CARD PAYMENT;**** ******* ** ******** *****   ** **********;-£19.57;+£38.39;
07/09/2024;CARD PAYMENT;***** ***** ****** **** ***** ***** ** **********;-£2.75;+£57.96;
07/09/2024;CARD PAYMENT;****************** **** ***** ***** ** **********;-£4.00;+£60.71;
07/09/2024;CARD PAYMENT;**** ******* ** **** *****   ** **********;-£13.91;+£64.71;
07/09/2024;CARD PAYMENT;**** ** ********** **** ***** ***** ** **********;-£15.36;+£78.62;
07/09/2024;CARD PAYMENT;****************** **** ***** ***** ** **********;-£2.00;+£93.98;
07/09/2024;CARD PAYMENT;**** ******* ** ****** ****   ** **********;-£4.99;+£95.98;
06/09/2024;PAYMENTS;**** ******* *** ****** ******* ** ****** * ******* ********* ******* * ******* ** **;-£800.00;+£100.97;
06/09/2024;CARD PAYMENT;****************** **** ***** ***** ** **********;-£4.00;+£900.97;
06/09/2024;CARD PAYMENT;***** *** **** **** ***** ***** ** **********;-£3.10;+£904.97;
06/09/2024;PAYMENT;****** ******** ******* *********** **** ***** ******;+£5.00;+£908.07;
05/09/2024;CARD PAYMENT;***** ***** ****** **** ***** ***** ** **********;-£2.75;+£903.07;
05/09/2024;CARD PAYMENT;****************** **** ***** ***** ** **********;-£2.00;+£905.82;
05/09/2024;CARD PAYMENT;**** ** ********** **** ***** ***** ** **********;-£24.79;+£907.82;
04/09/2024;CARD PAYMENT;********* **** ***** ***** ** **********;-£7.69;+£932.61;
04/09/2024;CARD PAYMENT;******* *** **** * **** ***** ***** ** **********;-£13.95;+£940.30;
04/09/2024;CARD PAYMENT;**** ****** **** ***** ***** ** **********;-£39.50;+£954.25;
04/09/2024;CARD PAYMENT;****************** **** ***** ***** ** **********;-£4.00;+£993.75;
04/09/2024;CARD PAYMENT;********** ******** **** ***** ***** ** **********;-£9.90;+£997.75;
04/09/2024;CARD PAYMENT;****************** **** ***** ***** ** **********;-£2.00;+£1007.65;

Arranged overdraft limit;04/10/2025;+£2000.00;
