Date;Type;Merchant/Description;Debit/Credit;Balance;
04/09/2025;PAYMENTS;**** ******* *** ****** ******* ** ******* ** ******** ******* ********* ****** ******* *;-£650.00;+£145.77;
04/09/2025;PAYMENTS;**** ******* *** ****** ******* ** ******* ** ******** ******* ********* ****** **** * ***;-£650.00;+£795.77;
04/09/2025;PAYMENT;****** ******** ******* *********** ****** **** * *******;+£1300.00;+£1445.77;
04/09/2025;DD;DIRECT DEBIT PAYMENT TO PLUM REF VQY*TB*, MANDATE NO ****;-£5.89;+£145.77;
02/09/2025;CARD PAYMENT;**** ** ********** **** ***** ***** ** **********;-£6.10;+£151.66;
01/09/2025;CARD PAYMENT;**** ** ***** **** ***** ***** ** **********;-£9.12;+£157.76;
30/08/2025;CARD PAYMENT;**** ******* ** ******* **********   ** **********;-£5.99;+£166.88;
29/08/2025;PAYMENTS;**** ******* *** ****** ******* ** **** ****** ********* ********** * ******* ** **;-£37.50;+£172.87;
29/08/2025;CARD PAYMENT;***** ******** ****** **** ***** ***** ** **********;-£3.30;+£210.37;
29/08/2025;CARD PAYMENT;**** ******* ** ***** *** ** **** ****   ** **********;-£39.96;+£213.67;
28/08/2025;CARD PAYMENT;********* **** ***** ***** ** **********;-£6.10;+£253.63;
28/08/2025;CARD PAYMENT;**** *********** **** ***** ***** ** **********;-£9.24;+£259.73;
28/08/2025;CARD PAYMENT;**** **************** **** ***** ***** ** **********;-£21.91;+£268.97;
28/08/2025;DD;DIRECT DEBIT PAYMENT TO PLUM REF VQY*TB*, MANDATE NO ****;-£6.21;+£290.88;
27/08/2025;CARD PAYMENT;********* **** ***** ***** ** **********;-£7.09;+£297.09;
27/08/2025;CARD PAYMENT;********* **** ***** ***** ** **********;-£16.80;+£304.18;
27/08/2025;CARD PAYMENT;****** **** ***** ***** ** **********;-£2.00;+£320.98;
27/08/2025;CARD PAYMENT;** **** *** *** *** **** ***** ***** ** **********;-£8.00;+£322.98;
26/08/2025;PAYMENT;****** ******** ******* ********* **** **** ******;+£8.00;+£330.98;
25/08/2025;CARD PAYMENT;******* **** ***** ***** ** **********;-£1.99;+£322.98;
25/08/2025;PAYMENTS;**** ******* *** ****** ******* ** **** ****** ********* ******* * ******* ** **;-£15.00;+£324.97;
24/08/2025;CARD PAYMENT;******* ****** **** ***** ***** ** **********;-£10.98;+£339.97;
23/08/2025;CARD PAYMENT;******* *** **** ***** ***** ** **********;-£18.50;+£350.95;
22/08/2025;CARD PAYMENT;**** **** ***** ***** ** **********;-£1.59;+£369.45;
22/08/2025;CARD PAYMENT;************ **** ***** ***** ** **********;-£13.50;+£371.04;
22/08/2025;CARD PAYMENT;******* ***** **** ***** ***** ** **********;-£15.28;+£384.54;
22/08/2025;CARD PAYMENT;**** ****** **** ***** ***** ** **********;-£18.00;+£399.82;
22/08/2025;CARD PAYMENT;****** ****** * ****** **** ***** ***** ** **********;-£9.47;+£417.82;
21/08/2025;CARD PAYMENT;***** *************** **** ***** ***** ** **********;-£12.00;+£427.29;
21/08/2025;CARD PAYMENT;**** *************** **** ***** ***** ** **********;-£40.09;+£439.29;
21/08/2025;CARD PAYMENT;**** ** ********** **** ***** ***** ** **********;-£14.18;+£479.38;
21/08/2025;CARD PAYMENT;**** ** ********** **** ***** ***** ** **********;-£0.85;+£493.56;
21/08/2025;DD;DIRECT DEBIT PAYMENT TO PLUM REF VQY*TB*, MANDATE NO ****;-£8.99;+£494.41;
20/08/2025;PAYMENTS;**** ******* *** ****** ******* ** **** ****** ********* *** **** * ******* ** **;-£1.50;+£503.40;
20/08/2025;CARD PAYMENT;********* **** ****** **** ***** ***** ** **********;-£18.00;+£504.90;
20/08/2025;CARD PAYMENT;********* **** ***** ***** ** **********;-£2.19;+£522.90;
20/08/2025;CARD PAYMENT;*** ***** ***** **** ***** ***** ** **********;-£15.90;+£525.09;
20/08/2025;CARD PAYMENT;******** **** ** ** **** ***** ***** ** **********;-£15.00;+£540.99;
20/08/2025;PAYMENTS;**** ******* *** ****** ******* ** **** ****** ********* ********* * ******* ** **;-£2.81;+£555.99;
20/08/2025;CARD PAYMENT;**** ****** **** ***** ***** ** **********;-£3.96;+£558.80;
19/08/2025;CARD PAYMENT;**** ******* ** *** ***** ********   ** **********;-£4.99;+£562.76;
19/08/2025;CARD PAYMENT;********* **** ****** **** ***** ***** ** **********;-£4.60;+£567.75;
19/08/2025;CARD PAYMENT;********* **** ****** **** ***** ***** ** **********;-£4.60;+£572.35;
19/08/2025;CARD PAYMENT;******** ******* * **** ***** ***** ** **********;-£14.10;+£576.95;
19/08/2025;CARD PAYMENT;******** ******* * **** ***** ***** ** **********;-£10.00;+£591.05;
18/08/2025;CARD PAYMENT;** ****** ****** **** ***** ***** ** **********;-£9.50;+£601.05;
18/08/2025;CARD PAYMENT;* * ****** *** **** ***** ***** ** **********;-£1.39;+£610.55;
18/08/2025;CARD PAYMENT;*************** **** ***** ***** ** **********;-£15.00;+£611.94;
18/08/2025;CARD PAYMENT;********* **** ***** * **** ***** ***** ** **********;-£3.50;+£626.94;
18/08/2025;CARD PAYMENT;**** ******* ** *** ***** ** *****   ** **********;-£4.50;+£630.44;
17/08/2025;CARD PAYMENT;***** **** ***** ***** ** **********;-£48.40;+£634.94;
17/08/2025;CARD PAYMENT;***** *** ******* *** **** ***** ***** ** **********;-£3.00;+£683.34;
17/08/2025;CARD PAYMENT;**** ** *** **** ***** ***** ** **********;-£15.92;+£686.34;
16/08/2025;CARD PAYMENT;** ***** **** ***** ***** ** **********;-£14.70;+£702.26;
16/08/2025;CARD PAYMENT;********* **** ****** **** ***** ***** ** **********;-£18.00;+£716.96;
16/08/2025;CARD PAYMENT;******** **** ***** ***** ** **********;-£22.00;+£734.96;
16/08/2025;CARD PAYMENT;** ***** **** ******** **** ***** ***** ** **********;-£16.48;+£756.96;
16/08/2025;CARD PAYMENT;* * ****** *** **** ***** ***** ** **********;-£18.53;+£773.44;
16/08/2025;CARD PAYMENT;******** *** **** ***** ***** ** **********;-£2.60;+£791.97;
15/08/2025;CARD PAYMENT;**** *************** **** ***** ***** ** **********;-£15.01;+£794.57;
15/08/2025;CARD PAYMENT;******** *** **** ***** ***** ** **********;-£4.30;+£809.58;
15/08/2025;CREDIT IN;**** **** ****** *** *** ***** ****** *******;+£651.53;+£813.88;
15/08/2025;CREDIT IN;**** **** ****** *** * *** * **** **** ********** *;+£202.51;+£162.35;
14/08/2025;CARD PAYMENT;********* **** ***** ***** ** **********;-£6.57;-£40.16;
14/08/2025;CARD PAYMENT;**** ****** **** ***** ***** ** **********;-£2.34;-£33.59;
14/08/2025;CARD PAYMENT;******* *** **** * **** ***** ***** ** **********;-£2.92;-£31.25;
14/08/2025;CARD PAYMENT;******** *** **** ***** ***** ** **********;-£2.60;-£28.33;
13/08/2025;CARD PAYMENT;**** ****** **** ***** ***** ** **********;-£10.66;-£25.73;
13/08/2025;CARD PAYMENT;**** ******* ** *** ***** *** ****   ** **********;-£2.99;-£15.07;
12/08/2025;PAYMENTS;**** ******* *** ****** ******* ** ******* ****** ********* ****** * ******* ** **;-£3.80;-£12.08;
11/08/2025;CARD PAYMENT;**** **** ***** ***** ** **********;-£8.03;-£8.28;
10/08/2025;CARD PAYMENT;**** **** ***** ***** ** **********;-£5.46;-£0.25;
09/08/2025;CREDIT IN;****** **** ******************** ** **********;+£1.12;+£5.21;
09/08/2025;CARD PAYMENT;**** *************** **** ***** ***** ** **********;-£20.04;+£4.09;
09/08/2025;CARD PAYMENT;***** ******** ***** **** ***** ***** ** **********;-£2.50;+£24.13;
09/08/2025;CARD PAYMENT;**** ******* ** ***** ***************   ** **********;-£7.99;+£26.63;
08/08/2025;CARD PAYMENT;**** ********** **** ***** ***** ** **********;-£5.93;+£34.62;
08/08/2025;CARD PAYMENT;******** *** **** ***** ***** ** **********;-£4.30;+£40.55;
07/08/2025;FOREIGN CURRENCY CONVERSION FEE;******* ******** ********** ***;-£0.03;+£44.85;
07/08/2025;CARD PAYMENT;**** ******* ** ******************** ***** **** **** ********** ** **********;-£1.13;+£44.88;
07/08/2025;CARD PAYMENT;****** **** ***** ***** ** **********;-£7.29;+£46.01;
07/08/2025;CARD PAYMENT;******** **** ******* **** ***** ***** ** **********;-£62.13;+£53.30;
07/08/2025;CARD PAYMENT;**** **** **** ***** ***** ** **********;-£14.99;+£115.43;
07/08/2025;PAYMENTS;**** ******* *** ****** ******* ** ******* ** ******** ******* ********* ****** ******* *;-£150.00;+£130.42;
07/08/2025;PAYMENT;****** ******** ******* *********** ****** **** * *******;+£150.00;+£280.42;
07/08/2025;CARD PAYMENT;**** ******* ** ****** ****   ** **********;-£2.99;+£130.42;
07/08/2025;PAYMENT;****** ******** ******* ********** **** * **** * *******;+£300.00;+£133.41;
06/08/2025;CARD PAYMENT;********************* **** ***** ***** ** **********;-£14.00;-£166.59;
06/08/2025;CARD PAYMENT;**** **** ***** ***** ** **********;-£5.93;-£152.59;
06/08/2025;CARD PAYMENT;**** ******* ** **********************   ** **********;-£109.00;-£146.66;
05/08/2025;PAYMENTS;**** ******* *** ****** ******* ** ******* ****** ********* ***** *** ****** * ******* **;-£3.30;-£37.66;
05/08/2025;CARD PAYMENT;************** **** ***** ***** ** **********;-£5.49;-£34.36;
05/08/2025;CARD PAYMENT;**** ********** **** ***** ***** ** **********;-£2.62;-£28.87;
05/08/2025;CARD PAYMENT;**** ****** **** ***** ***** ** **********;-£10.06;-£26.25;
04/08/2025;CARD PAYMENT;********* **** ***** ***** ** **********;-£9.39;-£16.19;
04/08/2025;CARD PAYMENT;****** ***** **** ***** ***** ** **********;-£8.00;-£6.80;
04/08/2025;CARD PAYMENT;****************** **** ***** ***** ** **********;-£6.00;+£1.20;
03/08/2025;CARD PAYMENT;****************** **** ***** ***** ** **********;-£3.00;+£7.20;
03/08/2025;CARD PAYMENT;**** ********** **** ***** ***** ** **********;-£7.57;+£10.20;
03/08/2025;CARD PAYMENT;************ **** **** **** ***** ***** ** **********;-£8.95;+£17.77;
03/08/2025;CARD PAYMENT;************ **** **** **** ***** ***** ** **********;-£30.00;+£26.72;
03/08/2025;CARD PAYMENT;** *********** **** ***** ***** ** **********;-£6.44;+£56.72;
03/08/2025;CARD PAYMENT;****************** **** ***** ***** ** **********;-£3.00;+£63.16;
02/08/2025;CARD PAYMENT;********** ** ***** ** **** ***** ***** ** **********;-£0.95;+£66.16;
02/08/2025;CARD PAYMENT;********* **** *** **** ***** ***** ** **********;-£5.10;+£67.11;
02/08/2025;CARD PAYMENT;***** ******* **** **** ***** ***** ** **********;-£10.00;+£72.21;
02/08/2025;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£5.60;+£82.21;
02/08/2025;CARD PAYMENT;******** *** **** ***** ***** ** **********;-£4.30;+£87.81;
02/08/2025;CARD PAYMENT;************ ** ***** **** ***** ***** ** **********;-£2.50;+£92.11;
02/08/2025;CARD PAYMENT;*** ****** ******** * **** ***** ***** ** **********;-£4.99;+£94.61;
01/08/2025;CARD PAYMENT;****** ******** ****** **** ***** ***** ** **********;-£2.10;+£99.60;
01/08/2025;CARD PAYMENT;********** *********** **** ***** ***** ** **********;-£5.00;+£101.70;
01/08/2025;PAYMENT;****** ******** ******* ********** **** * **** * *******;+£370.00;+£106.70;
01/08/2025;CARD PAYMENT;**** ***** **** ***** ***** ** **********;-£38.00;-£263.30;
01/08/2025;CARD PAYMENT;****** ******* ***** **** ***** ***** ** **********;-£26.20;-£225.30;
01/08/2025;CARD PAYMENT;******* **** ***** ***** ** **********;-£5.00;-£199.10;
31/07/2025;CARD PAYMENT;******* *** **** **** ***** ***** ** **********;-£2.50;-£194.10;
31/07/2025;PAYMENTS;**** ******* *** ****** ******* ** ******* **** ********* **** * ******* ** ***;-£24.50;-£191.60;
31/07/2025;CARD PAYMENT;****** **** ********** **** ***** ***** ** **********;-£3.99;-£167.10;
31/07/2025;CARD PAYMENT;** *********** **** ***** ***** ** **********;-£8.98;-£163.11;
31/07/2025;CARD PAYMENT;** *********** **** ***** ***** ** **********;-£4.47;-£154.13;
31/07/2025;CARD PAYMENT;*** ********** **** ***** ***** ** **********;-£15.53;-£149.66;
31/07/2025;PAYMENTS;**** ******* *** ****** ******* ** **** ****** ********* ********* **** * ******* ** **;-£4.60;-£134.13;
31/07/2025;PAYMENT;****** ******** ******* ************* **** * *******;+£210.60;-£129.53;
30/07/2025;CARD PAYMENT;********* **** ***** ***** ** **********;-£3.00;-£340.13;
30/07/2025;CARD PAYMENT;**** ********** **** ***** ***** ** **********;-£11.08;-£337.13;
30/07/2025;CARD PAYMENT;**** ******* ** ******* **********   ** **********;-£5.99;-£326.05;
29/07/2025;CARD PAYMENT;**** *************** **** ***** ***** ** **********;-£19.94;-£320.06;
29/07/2025;CARD PAYMENT;**** ********** **** ***** ***** ** **********;-£17.97;-£300.12;
28/07/2025;CARD PAYMENT;***** **** ******** ** **** ***** ***** ** **********;-£11.64;-£282.15;
28/07/2025;CARD PAYMENT;**** ** ********** **** ***** ***** ** **********;-£3.08;-£270.51;
27/07/2025;CARD PAYMENT;**** ****** **** ***** ***** ** **********;-£12.99;-£267.43;
27/07/2025;CARD PAYMENT;******** *** **** ***** ***** ** **********;-£2.60;-£254.44;
27/07/2025;CARD PAYMENT;****************** **** ***** ***** ** **********;-£6.00;-£251.84;
26/07/2025;CARD PAYMENT;******* *** **** **** ***** ***** ** **********;-£3.60;-£245.84;
26/07/2025;PAYMENTS;**** ******* *** ****** ******* ** ****** * ******* ********* **** * ******* ** **;-£1000.00;-£242.24;
26/07/2025;CARD PAYMENT;****** ******** ****** **** ***** ***** ** **********;-£2.10;+£757.76;
26/07/2025;CARD PAYMENT;***** ****** **** ***** ***** ** **********;-£1.86;+£759.86;
26/07/2025;CARD PAYMENT;********* **** ***** ***** ** **********;-£50.71;+£761.72;
25/07/2025;CARD PAYMENT;**** ********** **** ***** ***** ** **********;-£16.96;+£812.43;
25/07/2025;CARD PAYMENT;******** *** **** ***** ***** ** **********;-£4.30;+£829.39;
25/07/2025;CREDIT IN;**** **** ****** *** ******** * *** **** ******;+£1000.00;+£833.69;
24/07/2025;CARD PAYMENT;******* *** **** * **** ***** ***** ** **********;-£1.03;-£166.31;
24/07/2025;CARD PAYMENT;******** *** **** ***** ***** ** **********;-£4.30;-£165.28;
24/07/2025;DD;DIRECT DEBIT PAYMENT TO PLUM REF VQY*TB*, MANDATE NO ****;-£5.35;-£160.98;
23/07/2025;CARD PAYMENT;***** *** **** **** ***** ***** ** **********;-£4.30;-£155.63;
23/07/2025;CARD PAYMENT;******** *** **** ***** ***** ** **********;-£2.60;-£151.33;
22/07/2025;PAYMENTS;**** ******* *** ****** ******* ** **** ****** ********* ******* * ******* ** **;-£118.00;-£148.73;
22/07/2025;CARD PAYMENT;**** ********** **** ***** ***** ** **********;-£15.86;-£30.73;
22/07/2025;CARD PAYMENT;** *** **** ***** ***** ** **********;-£22.50;-£14.87;
22/07/2025;CARD PAYMENT;***** *** **** **** ***** ***** ** **********;-£30.09;+£7.63;
21/07/2025;PAYMENT;****** ******** ******* ************* **** * *******;+£209.00;+£37.72;
21/07/2025;PAYMENTS;**** ******* *** ****** ******* ** ******* **** ********* ***** * ******* ** ***;-£8.00;-£171.28;
21/07/2025;CARD PAYMENT;*** ******** **** **** ***** ***** ** **********;-£9.00;-£163.28;
21/07/2025;CREDIT IN;****** **** ****** ***** ** **********;+£8.99;-£154.28;
20/07/2025;CARD PAYMENT;****************** **** ***** ***** ** **********;-£3.00;-£163.27;
20/07/2025;CARD PAYMENT;********* **** ***** ***** ** **********;-£5.99;-£160.27;
20/07/2025;CARD PAYMENT;* * * ******** **** ***** ***** ** **********;-£13.75;-£154.28;
20/07/2025;CARD PAYMENT;****** **** **** ***** ***** ** **********;-£3.69;-£140.53;
20/07/2025;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£1.65;-£136.84;
20/07/2025;CARD PAYMENT;** ******** ****** *** **** ***** ***** ** **********;-£6.50;-£135.19;
20/07/2025;CARD PAYMENT;** ******** ****** *** **** ***** ***** ** **********;-£4.00;-£128.69;
20/07/2025;CARD PAYMENT;***** *********** **** ***** ***** ** **********;-£40.00;-£124.69;
19/07/2025;CARD PAYMENT;**** ******* ** *** ***** ********   ** **********;-£9.99;-£84.69;
19/07/2025;CARD PAYMENT;****** * ***** **** ***** ***** ** **********;-£48.97;-£74.70;
19/07/2025;CARD PAYMENT;* * * **** ***** ***** ** **********;-£27.99;-£25.73;
19/07/2025;CARD PAYMENT;****** ****** * ****** **** ***** ***** ** **********;-£1.00;+£2.26;
18/07/2025;CARD PAYMENT;**** ****** **** ***** ***** ** **********;-£12.76;+£3.26;
18/07/2025;CARD PAYMENT;**** ******* ** *** ***** ** *****   ** **********;-£9.00;+£16.02;
18/07/2025;CARD PAYMENT;**** ******* ** ****** ***************   ** **********;-£8.99;+£25.02;
16/07/2025;CARD PAYMENT;******* *** **** **** ***** ***** ** **********;-£2.50;+£34.01;
16/07/2025;CARD PAYMENT;***** *** **** **** ***** ***** ** **********;-£12.00;+£36.51;
16/07/2025;CARD PAYMENT;******** *** **** ***** ***** ** **********;-£4.30;+£48.51;
16/07/2025;CARD PAYMENT;*** ***** **** ******* **** ***** ***** ** **********;-£52.00;+£52.81;
15/07/2025;CARD PAYMENT;******** **** ******* **** ***** ***** ** **********;-£30.16;+£104.81;
15/07/2025;PAYMENT;****** ******** ******* ************* **** * *******;+£371.50;+£134.97;
15/07/2025;CARD PAYMENT;******* *** **** * **** ***** ***** ** **********;-£3.24;-£236.53;
15/07/2025;CARD PAYMENT;**** ****** **** ***** ***** ** **********;-£6.28;-£233.29;
15/07/2025;CARD PAYMENT;******** ***** **** ***** ***** ** **********;-£9.89;-£227.01;
14/07/2025;CARD PAYMENT;**** ****** **** ***** ***** ** **********;-£35.10;-£217.12;
14/07/2025;CARD PAYMENT;***** *** **** **** ***** ***** ** **********;-£9.25;-£182.02;
14/07/2025;CARD PAYMENT;**** ** ********** **** ***** ***** ** **********;-£3.02;-£172.77;
13/07/2025;CARD PAYMENT;**** ****** **** ***** ***** ** **********;-£6.63;-£169.75;
13/07/2025;CARD PAYMENT;**** ******* ** *** ***** *** ****   ** **********;-£2.99;-£163.12;
12/07/2025;CARD PAYMENT;***** ***** ****** **** ***** ***** ** **********;-£4.15;-£160.13;
12/07/2025;CARD PAYMENT;***** *** **** **** ***** ***** ** **********;-£11.50;-£155.98;
12/07/2025;CARD PAYMENT;****************** **** ***** ***** ** **********;-£3.00;-£144.48;
11/07/2025;PAYMENTS;**** ******* *** ****** ******* ** **** ****** ********* ******** * ******* ** **;-£18.00;-£141.48;
11/07/2025;CARD PAYMENT;****************** **** ***** ***** ** **********;-£2.90;-£123.48;
11/07/2025;CARD PAYMENT;******* *** **** * **** ***** ***** ** **********;-£3.24;-£120.58;
11/07/2025;CARD PAYMENT;******** *** **** ***** ***** ** **********;-£2.60;-£117.34;
10/07/2025;CARD PAYMENT;******** ***** **** ***** ***** ** **********;-£3.69;-£114.74;
10/07/2025;CARD PAYMENT;******* *** **** * **** ***** ***** ** **********;-£3.60;-£111.05;
10/07/2025;CARD PAYMENT;******** *** **** ***** ***** ** **********;-£4.30;-£107.45;
10/07/2025;CARD PAYMENT;** *********** **** ***** ***** ** **********;-£5.48;-£103.15;
10/07/2025;CARD PAYMENT;** *********** **** ***** ***** ** **********;-£7.27;-£97.67;
10/07/2025;CARD PAYMENT;** *********** **** ***** ***** ** **********;-£2.99;-£90.40;
09/07/2025;CARD PAYMENT;******* *** **** **** ***** ***** ** **********;-£5.60;-£87.41;
09/07/2025;CARD PAYMENT;**** ******* ** ***** ***************   ** **********;-£7.99;-£81.81;
09/07/2025;CARD PAYMENT;******** *** **** ***** ***** ** **********;-£4.30;-£73.82;
09/07/2025;CARD PAYMENT;**** ** ********** **** ***** ***** ** **********;-£23.88;-£69.52;
08/07/2025;CARD PAYMENT;***** *** **** **** ***** ***** ** **********;-£3.75;-£45.64;
08/07/2025;CARD PAYMENT;**** ******* ** ******** *****   ** **********;-£13.98;-£41.89;
07/07/2025;PAYMENT;****** ******** ******* ********* **** ****** ******;+£4.66;-£27.91;
07/07/2025;PAYMENT;****** ******** ******* ********** **** ****** *****;+£4.65;-£32.57;
07/07/2025;CARD PAYMENT;**** ****** **** ***** ***** ** **********;-£15.81;-£37.22;
07/07/2025;CARD PAYMENT;***** *** **** **** ***** ***** ** **********;-£10.13;-£21.41;
07/07/2025;CARD PAYMENT;**** ******* ** ****** ****   ** **********;-£8.99;-£11.28;
05/07/2025;CARD PAYMENT;************** **** ***** ***** ** **********;-£5.49;-£2.29;
03/07/2025;CARD PAYMENT;** ***** **** ******** **** ***** ***** ** **********;-£15.98;+£3.20;
03/07/2025;PAYMENTS;**** ******* *** ****** ******* ** ******* **** ********* **** * ******* ** ***;-£87.18;+£19.18;
03/07/2025;PAYMENT;****** ******** ******* ************ **** * *******;+£217.18;+£106.36;
03/07/2025;CARD PAYMENT;************** **** ***** ***** ** **********;-£6.79;-£110.82;
02/07/2025;CARD PAYMENT;**** ******* ** ********* *********   ** **********;-£1.95;-£104.03;
02/07/2025;CARD PAYMENT;********* **** ***** ***** ** **********;-£5.98;-£102.08;
02/07/2025;CARD PAYMENT;**** ********** **** ***** ***** ** **********;-£4.88;-£96.10;
02/07/2025;CARD PAYMENT;* * * **** ***** ***** ** **********;-£12.99;-£91.22;
02/07/2025;CARD PAYMENT;***** *** **** **** ***** ***** ** **********;-£2.45;-£78.23;
01/07/2025;CARD PAYMENT;**** ** **** ***** ***** ** **********;-£20.00;-£75.78;
01/07/2025;CARD PAYMENT;**** ******* ** ***** ********   ** **********;-£6.39;-£55.78;
30/06/2025;CARD PAYMENT;**** ******* ** ******* **********   ** **********;-£5.99;-£49.39;
29/06/2025;CARD PAYMENT;********* **** ***** ***** ** **********;-£3.09;-£43.40;
29/06/2025;CARD PAYMENT;**** ****** **** ***** ***** ** **********;-£4.29;-£40.31;
29/06/2025;CARD PAYMENT;***** *** **** **** ***** ***** ** **********;-£3.60;-£36.02;
29/06/2025;CARD PAYMENT;**** **************** **** ***** ***** ** **********;-£5.95;-£32.42;
28/06/2025;CARD PAYMENT;*** ****** ** **** ***** ***** ** **********;-£2.80;-£26.47;
28/06/2025;CARD PAYMENT;****** **** **** ***** ***** ** **********;-£13.46;-£23.67;
28/06/2025;CARD PAYMENT;******** *** **** ***** ***** ** **********;-£4.30;-£10.21;
28/06/2025;CARD PAYMENT;** ** * ***** ***** **** ***** ***** ** **********;-£35.00;-£5.91;
28/06/2025;CARD PAYMENT;****** ******** ****** **** ***** ***** ** **********;-£2.10;+£29.09;
27/06/2025;CARD PAYMENT;******* *** **** * **** ***** ***** ** **********;-£3.96;+£31.19;
27/06/2025;CARD PAYMENT;******** *** **** ***** ***** ** **********;-£4.30;+£35.15;
26/06/2025;CARD PAYMENT;********** ** ***** ** **** ***** ***** ** **********;-£2.25;+£39.45;
26/06/2025;CARD PAYMENT;******* *** **** **** ***** ***** ** **********;-£2.50;+£41.70;
26/06/2025;CARD PAYMENT;*** ***** **** ***** ***** ** **********;-£8.39;+£44.20;
26/06/2025;CARD PAYMENT;******** *** **** ***** ***** ** **********;-£4.30;+£52.59;
26/06/2025;CARD PAYMENT;**** ******* ** *** **** ***   ** **********;-£151.60;+£56.89;
25/06/2025;CREDIT IN;****** **** ******** ***** ** **********;+£13.98;+£208.49;
25/06/2025;CARD PAYMENT;**** ******* ** ******** *****   ** **********;-£13.98;+£194.51;
25/06/2025;CARD PAYMENT;**** ******* ** ******** *****   ** **********;-£13.98;+£208.49;
25/06/2025;PAYMENT;****** ******** ******* ************ **** * *******;+£250.00;+£222.47;
25/06/2025;PAYMENT;****** ******** ******* ************ **** * *******;+£93.68;-£27.53;
25/06/2025;CARD PAYMENT;******** *** **** ***** ***** ** **********;-£4.30;-£121.21;
25/06/2025;CARD PAYMENT;************** **** ***** ***** ** **********;-£6.79;-£116.91;
24/06/2025;CARD PAYMENT;***** **** ****** **** ***** ***** ** **********;-£0.80;-£110.12;
24/06/2025;CARD PAYMENT;**** ** ********** **** ***** ***** ** **********;-£29.33;-£109.32;
24/06/2025;CARD PAYMENT;**** ****** ******* **** ***** ***** ** **********;-£8.10;-£79.99;
23/06/2025;CARD PAYMENT;****** **** **** ***** ***** ** **********;-£11.48;-£71.89;
23/06/2025;CARD PAYMENT;*********** ****** *** **** ***** ***** ** **********;-£4.24;-£60.41;
23/06/2025;CARD PAYMENT;***** *** **** **** ***** ***** ** **********;-£5.04;-£56.17;
22/06/2025;CARD PAYMENT;*** ********* **** **** ***** ***** ** **********;-£2.20;-£51.13;
22/06/2025;CARD PAYMENT;************** **** ***** ***** ** **********;-£3.99;-£48.93;
22/06/2025;CARD PAYMENT;****************** **** ***** ***** ** **********;-£7.80;-£44.94;
21/06/2025;CARD PAYMENT;*********** ****** **** ***** ***** ** **********;-£11.00;-£37.14;
21/06/2025;CARD PAYMENT;**** **************** **** ***** ***** ** **********;-£8.90;-£26.14;
21/06/2025;CARD PAYMENT;** *********** **** ***** ***** ** **********;-£9.00;-£17.24;
21/06/2025;CARD PAYMENT;**** ***** **** ***** ***** ** **********;-£10.10;-£8.24;
21/06/2025;CARD PAYMENT;**** ***** **** ***** ***** ** **********;-£6.50;+£1.86;
21/06/2025;CARD PAYMENT;**** ***** **** ***** ***** ** **********;-£11.25;+£8.36;
21/06/2025;CARD PAYMENT;************ **** ***** ***** ** **********;-£21.75;+£19.61;
20/06/2025;CARD PAYMENT;********* **** ***** ***** ** **********;-£12.90;+£41.36;
20/06/2025;CARD PAYMENT;******* ******* **** ***** ***** ** **********;-£13.60;+£54.26;
20/06/2025;CARD PAYMENT;**** ***** ********** **** ***** ***** ** **********;-£13.40;+£67.86;
20/06/2025;CARD PAYMENT;** *********** **** ***** ***** ** **********;-£12.72;+£81.26;
20/06/2025;CARD PAYMENT;****** **** **** *** * **** ***** ***** ****** *** **** *********** ** **********;-£16.01;+£93.98;
20/06/2025;FOREIGN CURRENCY CONVERSION FEE;******* ******** ********** ***;-£0.47;+£109.99;
19/06/2025;CARD PAYMENT;**** ******* ** *** ***** ********   ** **********;-£9.99;+£110.46;
19/06/2025;CARD PAYMENT;*** ****** **** * *** **** ***** ***** ** **********;-£6.00;+£120.45;
19/06/2025;DD;DIRECT DEBIT PAYMENT TO PLUM REF VQY*TB*, MANDATE NO ****;-£37.48;+£126.45;
18/06/2025;CARD PAYMENT;************* ******* **** ***** ***** ****** *** **** *********** ** **********;-£4.57;+£163.93;
18/06/2025;FOREIGN CURRENCY CONVERSION FEE;******* ******** ********** ***;-£0.13;+£168.50;
18/06/2025;CARD PAYMENT;**** ******* ** *** ***** ** *****   ** **********;-£9.00;+£168.63;
18/06/2025;CARD PAYMENT;**** ******* ** ****** ***************   ** **********;-£8.99;+£177.63;
18/06/2025;CARD PAYMENT;************** **** ***** ***** ** **********;-£6.79;+£186.62;
18/06/2025;PAYMENTS;**** ******* *** ****** ******* ** ***** ******* ********* ******* * ******* ** **;-£32.00;+£193.41;
16/06/2025;FOREIGN CURRENCY CONVERSION FEE;******* ******** ********** ***;-£0.08;+£225.41;
16/06/2025;CARD PAYMENT;**** ******* ** *************** ****** ****** **** **** ********** ** **********;-£2.68;+£225.49;
16/06/2025;FOREIGN CURRENCY CONVERSION FEE;******* ******** ********** ***;-£0.23;+£228.17;
16/06/2025;CARD PAYMENT;**** ******* ** **************** ***** ****** **** **** ********** ** **********;-£7.74;+£228.40;
16/06/2025;CARD PAYMENT;************* ******* **** ***** ***** ****** *** **** *********** ** **********;-£5.37;+£236.14;
16/06/2025;FOREIGN CURRENCY CONVERSION FEE;******* ******** ********** ***;-£0.16;+£241.51;
